Date,Price_0-3%,Percent Change_0-3%,Price_3-7%,Percent Change_3-7%,Price_7-15%,Percent Change_7-15%,Price_15-100%,Percent Change_15-100%,Price_index,Percent Change_index
2023-06-20,36.916,-0.00154166553971824,8.234,0.0010942249240122326,-0.032,-0.255813953488372,-3.22,-0.0024783147459727095,68.0,0.0
2023-06-21,36.903,-0.000352150828908826,8.221,-0.0015788195287831375,-0.042,0.3125,-3.223,0.0009316770186333923,68.0,0.0
2023-06-22,37.287,0.010405658076579227,8.405,0.022381705388638817,0.031,-1.7380952380952381,-3.208,-0.004654049022649653,69.0,0.014705882352941124
2023-06-23,37.271,-0.0004291039772574834,8.415,0.0011897679952408424,0.036,0.16129032258064502,-3.203,-0.0015586034912719038,69.0,0.0
2023-06-26,37.645,0.010034611360038692,8.593,0.021152703505644688,0.107,1.9722222222222223,-3.18,-0.007180768029971807,70.0,0.01449275362318847
2023-06-27,38.0,0.009430203214238153,8.81,0.02525311299895261,0.189,0.766355140186916,-3.157,-0.007232704402515777,71.0,0.014285714285714235
2023-06-28,37.25,-0.019736842105263164,8.444,-0.04154370034052213,0.05,-0.7354497354497355,-3.19,0.010452961672473782,69.0,-0.028169014084507005
2023-06-29,36.538,-0.019114093959731626,8.037,-0.04819990525817153,-0.109,-3.1799999999999997,-3.225,0.010971786833855912,67.0,-0.02898550724637683
2023-06-30,36.164,-0.01023591876950014,7.815,-0.02762224710712957,-0.201,0.8440366972477065,-3.242,0.005271317829457445,66.0,-0.014925373134328401
2023-07-03,35.328,-0.023116911846034705,7.399,-0.053230966090850984,-0.373,0.8557213930348258,-3.275,0.010178901912399674,64.0,-0.030303030303030276
2023-07-04,35.328,0.0,7.399,0.0,-0.373,0.0,-3.275,0.0,64.0,0.0
2023-07-05,35.678,0.00990715579710133,7.59,0.025814299229625526,-0.302,-0.19034852546916892,-3.25,-0.007633587786259555,65.0,0.015625
2023-07-06,36.406,0.020404731206906224,8.054,0.06113306982872202,-0.151,-0.5,-3.216,-0.010461538461538411,67.0,0.03076923076923066
2023-07-07,36.824,0.011481623908146998,8.264,0.026074000496647542,-0.025,-0.8344370860927153,-3.199,-0.005286069651741387,68.0,0.014925373134328401
2023-07-10,36.746,-0.0021181837931782965,8.25,-0.0016940948693126012,-0.043,0.7199999999999998,-3.194,-0.0015629884338855815,68.0,0.0
2023-07-11,35.623,-0.030561149512872254,7.66,-0.07151515151515153,-0.247,4.744186046511628,-3.246,0.016280525986224204,65.0,-0.044117647058823484
2023-07-12,34.832,-0.022204755354686467,7.25,-0.05352480417754568,-0.406,0.6437246963562755,-3.276,0.009242144177449063,63.0,-0.03076923076923077
2023-07-13,34.071,-0.021847726228755193,6.809,-0.060827586206896544,-0.569,0.40147783251231495,-3.315,0.011904761904761862,61.0,-0.031746031746031744
2023-07-14,34.466,0.011593437234011406,7.011,0.02966661771185186,-0.487,-0.1441124780316344,-3.301,-0.004223227752639502,62.0,0.016393442622950838
2023-07-17,35.652,0.0344107236116753,7.616,0.08629296819283971,-0.239,-0.5092402464065708,-3.243,-0.017570433202060087,65.0,0.048387096774193505
2023-07-18,35.236,-0.011668349601705486,7.387,-0.03006827731092443,-0.324,0.35564853556485376,-3.258,0.0046253469010175685,64.0,-0.01538461538461533
2023-07-19,34.864,-0.010557384493132038,7.175,-0.028699065926627854,-0.388,0.19753086419753085,-3.276,0.0055248618784529135,63.0,-0.015625
2023-07-20,34.856,-0.0002294630564477762,7.166,-0.0012543554006967383,-0.4,0.030927835051546504,-3.272,-0.0012210012210012167,63.0,0.0
2023-07-21,34.861,0.00014344732614168798,7.13,-0.005023723137036029,-0.4,0.0,-3.27,-0.0006112469437652424,63.0,0.0
2023-07-24,34.85,-0.0003155388543070181,7.123,-0.0009817671809255746,-0.406,0.014999999999999902,-3.272,0.0006116207951070152,63.0,0.0
2023-07-25,34.489,-0.010358680057388936,6.908,-0.03018391127333986,-0.483,0.18965517241379293,-3.281,0.002750611246943979,62.0,-0.015873015873015928
2023-07-26,34.834,0.010003189422714609,7.147,0.03459756803705849,-0.402,-0.16770186335403714,-3.268,-0.003962206644315902,63.0,0.016129032258064502
2023-07-27,33.662,-0.03364528908537645,6.465,-0.09542465370085351,-0.639,0.5895522388059702,-3.311,0.013157894736842257,60.0,-0.04761904761904767
2023-07-28,34.072,0.012179906125601603,6.72,0.03944315545243615,-0.563,-0.11893583724569645,-3.293,-0.0054364240410751385,61.0,0.016666666666666607
2023-07-31,33.655,-0.012238788447992532,6.574,-0.02172619047619051,-0.638,0.13321492007104818,-3.305,0.003644093531733894,60.0,-0.016393442622950838
2023-08-01,34.007,0.010459069974743551,6.645,0.0108001216915119,-0.545,-0.14576802507836983,-3.271,-0.010287443267776197,61.0,0.016666666666666607
2023-08-02,34.76,0.02214250007351426,7.016,0.055831452219714084,-0.38,-0.3027522935779817,-3.242,-0.008865790278202335,63.0,0.032786885245901676
2023-08-03,35.179,0.012054085155351002,7.221,0.029218928164196134,-0.304,-0.20000000000000007,-3.227,-0.004626773596545397,64.0,0.015873015873015817
2023-08-04,35.558,0.010773472810483353,7.421,0.027696994876055925,-0.226,-0.256578947368421,-3.206,-0.006507592190889366,65.0,0.015625
2023-08-07,35.47,-0.002474829855447447,7.419,-0.00026950545748560817,-0.219,-0.030973451327433676,-3.209,0.0009357454772302987,65.0,0.0
2023-08-08,35.841,0.010459543276007954,7.61,0.025744709529586407,-0.149,-0.319634703196347,-3.19,-0.005920847616079805,66.0,0.01538461538461533
2023-08-09,35.44,-0.011188303897770813,7.351,-0.034034165571616315,-0.21,0.4093959731543624,-3.206,0.005015673981191293,65.0,-0.015151515151515138
2023-08-10,35.084,-0.010045146726862186,7.142,-0.02843150591756216,-0.299,0.42380952380952386,-3.223,0.005302557704304434,64.0,-0.01538461538461533
2023-08-11,35.062,-0.0006270664690458672,7.161,0.0026603192383085617,-0.304,0.01672240802675584,-3.217,-0.0018616196090598391,64.0,0.0
2023-08-14,35.024,-0.0010837944213106798,7.151,-0.0013964530093562022,-0.32,0.05263157894736836,-3.214,-0.000932545850170996,64.0,0.0
2023-08-15,35.347,0.009222247601644584,7.274,0.017200391553628958,-0.215,-0.328125,-3.185,-0.009023024268823843,65.0,0.015625
2023-08-16,35.329,-0.0005092369932384599,7.25,-0.003299422601044766,-0.213,-0.009302325581395321,-3.177,-0.0025117739403454076,65.0,0.0
2023-08-17,35.715,0.010925868266862926,7.457,0.028551724137930945,-0.139,-0.34741784037558676,-3.153,-0.007554296506137925,66.0,0.01538461538461533
2023-08-18,36.773,0.029623407531849333,7.996,0.07228107818157437,0.094,-1.6762589928057552,-3.104,-0.015540754836663506,69.0,0.045454545454545414
2023-08-21,35.999,-0.021048051559568237,7.662,-0.04177088544272145,-0.073,-1.7765957446808511,-3.136,0.010309278350515427,67.0,-0.02898550724637683
2023-08-22,35.979,-0.0005555709880831206,7.668,0.000783085356303781,-0.068,-0.06849315068493134,-3.136,0.0,67.0,0.0
2023-08-23,35.693,-0.007949081408599512,7.482,-0.024256651017214415,-0.144,1.117647058823529,-3.154,0.005739795918367374,66.0,-0.014925373134328401
2023-08-24,34.549,-0.03205110245706433,6.906,-0.07698476343223748,-0.387,1.6875000000000004,-3.205,0.016169942929613157,63.0,-0.045454545454545414
2023-08-25,34.934,0.011143593157544318,7.098,0.027801911381407418,-0.312,-0.1937984496124031,-3.188,-0.005304212168486755,64.0,0.015873015873015817
2023-08-28,34.934,0.0,7.098,0.0,-0.312,0.0,-3.188,0.0,64.0,0.0
2023-08-29,34.139,-0.02275719929008968,6.692,-0.05719921104536485,-0.478,0.5320512820512819,-3.216,0.008782936010037545,62.0,-0.03125
2023-08-30,33.751,-0.011365300682504076,6.493,-0.02973699940227137,-0.564,0.17991631799163166,-3.232,0.004975124378109541,61.0,-0.016129032258064502
2023-08-31,33.352,-0.01182187194453499,6.28,-0.03280455875558297,-0.634,0.12411347517730498,-3.246,0.004331683168316669,60.0,-0.016393442622950838
2023-09-01,33.305,-0.0014092108419284655,6.248,-0.005095541401273884,-0.637,0.004731861198738141,-3.243,-0.0009242144177449285,60.0,0.0
2023-09-04,33.305,0.0,6.248,0.0,-0.637,0.0,-3.243,0.0,60.0,0.0
2023-09-05,33.603,0.008947605464644903,6.407,0.025448143405889745,-0.55,-0.13657770800627933,-3.22,-0.007092198581560183,61.0,0.016666666666666607
2023-09-06,33.985,0.011368032616135393,6.606,0.031059778367410695,-0.493,-0.10363636363636375,-3.199,-0.006521739130434856,62.0,0.016393442622950838
2023-09-07,34.388,0.011858172723260285,6.798,0.02906448683015439,-0.448,-0.09127789046653145,-3.184,-0.0046889653016566335,63.0,0.016129032258064502
2023-09-08,33.927,-0.013405839246248608,6.681,-0.017210944395410377,-0.528,0.1785714285714286,-3.197,0.004082914572864249,62.0,-0.015873015873015928
2023-09-11,33.576,-0.010345742329118335,6.406,-0.04116150276904662,-0.593,0.12310606060606055,-3.21,0.004066312167657182,61.0,-0.016129032258064502
2023-09-12,33.541,-0.0010424112461282498,6.399,-0.0010927255697782412,-0.598,0.008431703204047292,-3.206,-0.0012461059190030932,61.0,0.0
2023-09-13,33.885,0.010256104469157146,6.556,0.024535083606813668,-0.533,-0.10869565217391297,-3.183,-0.007174048658764809,62.0,0.016393442622950838
